intent,text,response_template
route_inquiry,Üsküdar çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Leventden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,dikkatli ol,Güvenli yolculuklar dilerim!
route_inquiry,Taksimden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Levent yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaşden Bostancıye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Fatih çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
help,yardım et,Size nasıl yardımcı olabilirim?
traffic_prediction,perşembe gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişliden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdarden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
alternative_route,güvenli rota,Alternatif rota seçeneklerini gösterebilirim.
greeting,günaydın,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Eminönü Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartalden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
weather_traffic,karlı havada durum,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,pazar gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi sabah erken durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta sonu sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak Maltepe güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköy Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Şişli arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,şehir merkezine ne kadar,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,salı gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,naber,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beşiktaş Eminönü güzergahı,Size en uygun rotayı hesaplayabilirim.
travel_time,havalimanına süre,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Bostancı Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
alternative_route,ekonomik yol,Alternatif rota seçeneklerini gösterebilirim.
greeting,günaydın bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,cumartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_status,Boğaz köprüsü durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
goodbye,güvenli sürüş,Güvenli yolculuklar dilerim!
route_inquiry,Beylikdüzünden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Fatih Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı Bakırköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy çıkışı Mecidiyeköy yolu,Size en uygun rotayı hesaplayabilirim.
travel_time,otogar mesafesi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Üsküdar ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,kestirme yol,Alternatif rota seçeneklerini gösterebilirim.
route_inquiry,Maslak ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
travel_time,metro süresi,Süre hesaplaması için rotanızı belirtir misiniz?
route_inquiry,Üsküdar çıkışı Mecidiyeköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal ile Levent arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Kadıköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
parking_info,park yeri nerede,Park yeri bilgisi için lokasyon belirtir misiniz?
weather_traffic,hava durumu etkisi,Hava durumunun trafik etkisini analiz edebilirim.
traffic_prediction,hafta içi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
help,özelliklerin neler,"Trafik tahmini, rota planlama, anlık durum kontrolü yapabilirim."
route_inquiry,Mecidiyeköy Beşiktaş güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy Maslak arası yol,Size en uygun rotayı hesaplayabilirim.
best_departure_time,en iyi çıkış zamanı,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,cumartesi günü mesai saati trafik,Trafik tahmini için lokasyon belirtir misiniz?
greeting,merhaba trafik botu,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,TEM mi E5 mi daha iyi,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Fatih Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
greeting,merhaba bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazar gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Eminönüden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba sabah durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Fatih güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi sabah yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,çevre yolu durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Beşiktaş çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Fatih arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü Maltepe arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköyden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selam nasılsın,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Mecidiyeköy Üsküdar arası yol,Size en uygun rotayı hesaplayabilirim.
goodbye,elveda,Güvenli yolculuklar dilerim!
best_departure_time,optimal saat,En iyi çıkış zamanını hesaplayabilirim.
route_inquiry,Beşiktaşden Mecidiyeköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kartal çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
goodbye,elveda arkadaşım,Güvenli yolculuklar dilerim!
traffic_prediction,pazar günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksimden Şişliye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy çıkışı Maltepe yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim Üsküdar güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslakden Fatihye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal Bakırköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköyden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Mecidiyeköy ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköyden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
goodbye,iyi geceler,Güvenli yolculuklar dilerim!
traffic_prediction,cuma gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
travel_time,bisikletle süre,Süre hesaplaması için rotanızı belirtir misiniz?
traffic_prediction,çarşamba akşam üstü durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslak Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Levent Kartal güzergahı,Size en uygun rotayı hesaplayabilirim.
goodbye,hoşça kal bot,Güvenli yolculuklar dilerim!
route_inquiry,Eminönü Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi günü akşam trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişliden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaşden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
parking_info,ücretsiz park,Park yeri bilgisi için lokasyon belirtir misiniz?
route_inquiry,Şişli Kartal arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maslakden Bakırköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cuma gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdar Levent güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancıden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Boğaziçi köprüsünden geçer miyim,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,cuma mesai saati trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma gece geç durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamün aleyküm,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Üsküdarden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazar günü gece trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,FSM köprüsü trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_status,Mecidiyeköy durumu,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
traffic_prediction,hafta içi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdarden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
travel_time,bisikletle süre,Süre hesaplaması için rotanızı belirtir misiniz?
fuel_info,bp benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Fatih Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
fuel_info,motorin,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Mecidiyeköy çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
greeting,hello bot,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Beşiktaş ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,çarşamba günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköyden Beylikdüzüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal ile Bakırköy arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü ile Beylikdüzü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaş çıkışı Mecidiyeköy yolu,Size en uygun rotayı hesaplayabilirim.
fuel_info,motorin,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
goodbye,sonra görüşürüz,Güvenli yolculuklar dilerim!
traffic_prediction,çarşamba gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Levent çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazartesi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,allaha ısmarladık,Güvenli yolculuklar dilerim!
traffic_prediction,okul çıkışı saatlerinde,Trafik tahmini için tarih ve saati belirtir misiniz?
traffic_prediction,salı gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,perşembe sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bakırköy ile Üsküdar arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü çıkışı Levent yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Kartal arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe günü akşam üstü trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Şişli Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal Bostancı arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi gece yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
fuel_info,yakın benzinlik,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
route_inquiry,Bostancı çıkışı Maltepe yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beylikdüzü çıkışı Fatih yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy Levent arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maltepe Maslak güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu akşam üstü trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
weather_traffic,karlı havada durum,Hava durumunun trafik etkisini analiz edebilirim.
goodbye,görüşürüz dostum,Güvenli yolculuklar dilerim!
traffic_prediction,hafta sonu sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,otobüs güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,Bakırköy çıkışı Beylikdüzü yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönüden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim ile Maltepe arasında rota,Size en uygun rotayı hesaplayabilirim.
goodbye,kendine iyi bak,Güvenli yolculuklar dilerim!
traffic_prediction,salı günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cumartesi akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe çıkışı Kartal yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartal Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköyden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Bostancı ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı çıkışı Maltepe yolu,Size en uygun rotayı hesaplayabilirim.
greeting,hoş bulduk,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,perşembe günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beşiktaş çıkışı Üsküdar yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslakden Kartalye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköyden Maslakye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kartalden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksim çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Taksimden Maltepeye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Şişli çıkışı Kadıköy yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamlar canım,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,pazar akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe ile Eminönü arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta sonu gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,çarşamba günü gece geç trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Sisli Maslak arası rota,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,pazartesi akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Kadıköyden Leventye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,salı mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Mecidiyeköy Bostancı güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,pazartesi akşam durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar gece durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,güvenli sürüş,Güvenli yolculuklar dilerim!
route_inquiry,Eminönü Kadıköy arası yol,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,cumartesi günü sabah erken trafik,Trafik tahmini için lokasyon belirtir misiniz?
best_departure_time,trafik olmayan saat,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,cuma akşam trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,pazar öğle yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Maltepe çıkışı Levent yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Kadıköy Mecidiyeköy güzergahı,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı ile Beşiktaş arasında rota,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Fatih çıkışı Bostancı yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancıden Taksimye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,maç günü trafik durumu,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Kadıköyden Eminönüye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Beşiktaş Beylikdüzü güzergahı,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
greeting,hoş bulduk,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
traffic_prediction,çarşamba sabah erken trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı gece geç trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,trafik olmayan yol,Alternatif rota seçeneklerini gösterebilirim.
traffic_prediction,bayram günü trafik,Trafik tahmini için tarih ve saati belirtir misiniz?
route_inquiry,Anadolu yakasından Avrupa yakasına,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
route_inquiry,otobüs güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
traffic_prediction,pazartesi gece geç yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
greeting,selamlar canım,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Maltepe çıkışı Taksim yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bostancı Beşiktaş arası yol,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Bakırköy çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
best_departure_time,trafik olmayan saat,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,çarşamba akşam üstü yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
help,kullanım kılavuzu,Trafik soruları sorabilirsiniz.
route_inquiry,Maslakden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Üsküdar çıkışı Eminönü yolu,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,hafta içi öğle trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
traffic_status,FSM köprüsü trafiği,Hangi güzergahın durumunu kontrol etmek istiyorsunuz?
route_inquiry,Maltepe ile Kadıköy arasında rota,Size en uygun rotayı hesaplayabilirim.
traffic_prediction,perşembe mesai saati durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,hafta içi akşam yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
alternative_route,hızlı alternatif,Alternatif rota seçeneklerini gösterebilirim.
best_departure_time,ideal zaman,En iyi çıkış zamanını hesaplayabilirim.
traffic_prediction,hafta sonu öğle durum nasıl,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,cuma günü sabah trafik,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Üsküdarden Beşiktaşye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Maslak çıkışı Mecidiyeköy yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,Eminönü ile Kartal arasında rota,Size en uygun rotayı hesaplayabilirim.
greeting,selam nasılsın,Merhaba! Size trafik bilgileri konusunda nasıl yardımcı olabilirim?
route_inquiry,Taksimden Kadıköyye nasıl giderim,Size en uygun rotayı hesaplayabilirim.
parking_info,valet park,Park yeri bilgisi için lokasyon belirtir misiniz?
traffic_prediction,hafta içi sabah erken yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Beylikdüzü Taksim güzergahı,Size en uygun rotayı hesaplayabilirim.
fuel_info,lpg istasyonu,Yakıt istasyonu bilgisi için bölge belirtir misiniz?
traffic_prediction,pazar mesai saati yoğunluk,Trafik tahmini için lokasyon belirtir misiniz?
traffic_prediction,salı gece trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
goodbye,hoşça kal bot,Güvenli yolculuklar dilerim!
traffic_prediction,perşembe sabah trafik durumu,Trafik tahmini için lokasyon belirtir misiniz?
route_inquiry,Taksim çıkışı Maslak yolu,Size en uygun rotayı hesaplayabilirim.
route_inquiry,otobüs güzergahı,Size en uygun rotayı hesaplayabilirim. Detayları belirtir misiniz?
